year,head_no,subhead_no,subhead_name,reimbursements,item_no,title,actual,revised,estimate
2008,194,700,General non-recurrent,"",,Non-Recurrent,1917,175,274
2009,21,000,Operational expenses,"",,Recurrent,77429,81406,84507
2009,22,000,Operational expenses,"",,Recurrent,769398,829455,855027
2009,22,600,Works,"",,"Plant, Equipment and Works",1800,4250,4050
2009,22,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",354,,7525
2009,22,609,Minor irrigation works in the New Territories (block vote),"",,"Plant, Equipment and Works",864,1013,1140
2009,22,610,Minor recreational facilities and roadworks in country parks (block vote),"",,"Plant, Equipment and Works",8832,9330,11200
2009,22,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",7676,6625,5861
2009,22,700,General non-recurrent,"",,Non-Recurrent,669162,271933,45265
2009,23,000,Operational expenses,"",,Recurrent,59738,64410,67866
2009,23,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,,2288
2009,24,000,Operational expenses,"",,Recurrent,114522,121397,122364
2009,25,000,Operational expenses,"",,Recurrent,1391110,1470144,1521318
2009,25,003,Recoverable salaries and allowances (General),1037,,Recurrent,,,
2009,26,000,Operational expenses,"",,Recurrent,455302,471413,552479
2009,26,700,General non-recurrent,"",,Non-Recurrent,,685,945
2009,27,000,Operational expenses,"",,Recurrent,72324,81684,81597
2009,27,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,800,470
2009,28,000,Operational expenses,"",,Recurrent,595100,660630,703424
2009,28,170,Airport insurance,"",,Recurrent,10138,8906,9400
2009,30,000,Operational expenses,"",,Recurrent,2361628,2491788,2562214
2009,30,118,Provisions for institutions,"",,Recurrent,63244,74839,84686
2009,30,193,Prisoners’ earning scheme,"",,Recurrent,29035,29898,30586
2009,30,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",5403,6439,3690
2009,30,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",20381,19992,17416
2009,30,,General non-recurrent,"",,Non-Recurrent,5175,1305,
2009,31,000,Operational expenses,"",,Recurrent,1999740,2203158,2322157
2009,31,103,Rewards and special services,"",,Recurrent,7801,8000,8500
2009,31,292,Seizure management,"",,Recurrent,33366,36200,38000
2009,31,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,21682,95845
2009,31,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",12079,7202,20914
2009,33,000,Operational expenses,"",,Recurrent,1301977,1452593,2113763
2009,33,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,3918,1190
2009,33,700,General non-recurrent,"",,Non-Recurrent,283,80,80
2009,37,000,Operational expenses,"",,Recurrent,3001695,3358319,3855697
2009,37,003,Recoverable salaries and allowances (General),1156000,,Recurrent,,,
2009,37,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",4744,2636,21060
2009,37,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",20320,19042,60460
2009,37,700,General non-recurrent,"",,Non-Recurrent,48193,53475,176747
2009,37,974,"Subvented institutions - maintenance, repairs, and minor improvements (block vote)","",,Subventions,483,801,5228
2009,37,975,"Subvented institutions - minor plant, vehicles and equipment (block vote)","",,Subventions,,764,1498
2009,39,000,Operational expenses,"",,Recurrent,1578995,1648641,1733484
2009,39,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",2575,10092,12707
2009,39,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",19394,17100,23462
2009,39,,General non-recurrent,"",,Non-Recurrent,350,500,
2009,42,000,Operational expenses,"",,Recurrent,228770,246137,261242
2009,42,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",72664,70822,171154
2009,42,700,General non-recurrent,"",,Non-Recurrent,1455,2134,2130
2009,42,851,Energy-saving projects for subvented bodies (block vote),"",,Subventions,,,29196
2009,44,000,Operational expenses,"",,Recurrent,972431,1028554,1073565
2009,44,297,Fees for operation of waste facilities,"",,Recurrent,1079467,1168500,1161700
2009,44,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",13803,2980,4800
2009,44,661,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",4606,1152,
2009,44,700,General non-recurrent,"",,Non-Recurrent,1183702,351484,962604
2009,45,000,Operational expenses,"",,Recurrent,3092491,3409051,3461670
2009,45,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",19690,73678,172257
2009,45,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",10955,66742,166903
2009,45,700,General non-recurrent,"",,Non-Recurrent,261,144,250
2009,46,001,Salaries,"",,Recurrent,96324,65420,61142
2009,46,003,Recoverable salaries and allowances (General),691,,Recurrent,,,
2009,46,006,Recoverable salaries and allowances (Companies Registry Trading Fund),115000,,Recurrent,,,
2009,46,008,Recoverable salaries and allowances (Hong Kong Monetary Authority),24811,,Recurrent,,,
2009,46,009,Recoverable salaries and allowances (Land Registry Trading Fund),193260,,Recurrent,,,
2009,46,010,Recruiting expenses,"",,,872,900,900
2009,46,011,Civil service examinations,"",,,6416,7590,7717
2009,46,013,Personal allowances,"",,,881883,847856,880454
2009,46,014,Home purchase allowance,"",,,763952,753047,790000
2009,46,020,Payments to estates of deceased officers,"",,,12516,15708,16000
2009,46,022,Passages,"",,,164663,168313,178630
2009,46,023,Quartering,"",,,19646,15286,20782
2009,46,024,Staff relief and welfare,"",,,2366,3082,3229
2009,46,025,Long and Meritorious Service Travel Award Scheme,"",,,57026,64199,69258
2009,46,028,Legal assistance,"",,,6782,500,1448
2009,46,032,Accommodation allowance,"",,,19304,18591,20000
2009,46,033,Home financing allowance,"",,,1052609,824583,663000
2009,46,037,Pensioners’ welfare fund,"",,,910,910,910
2009,46,038,Private tenancy allowance,"",,,155405,162420,176000
2009,46,039,Rent allowance,"",,,,140,500
2009,46,040,Non-accountable cash allowance,"",,,41570,69037,117000
2009,46,041,Mandatory Provident Fund contribution,"",,,114,170,194
2009,46,042,Civil Service Provident Fund contribution,"",,,110,338,554
2009,46,042,Staff Suggestions Schemeφ,"",,,7,,
2009,46,081,Recoverable salaries and allowances (Office of the Telecommunications Authority Trading Fund),126649,,Recurrent,,,
2009,46,082,Recoverable salaries and allowances (Post Office Trading Fund),1637000,,Recurrent,,,
2009,46,083,Recoverable salaries and allowances (Electrical and Mechanical Services Trading Fund),1216000,,Recurrent,,,
2009,46,084,Recoverable salaries and allowances (Legal Aid Services Council),2082,,Recurrent,,,
2009,46,086,Recoverable salaries and allowances (Independent Police Complaints Council),10530,,Recurrent,,,
2009,47,000,Operational expenses,"",,Recurrent,540426,554798,655842
2009,47,,General non-recurrent,"",,Non-Recurrent,202,,
2009,47,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1000,186,
2009,48,000,Operational expenses,"",,Recurrent,248259,268882,278422
2009,48,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",9297,35290,32485
2009,48,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",21137,28099,8542
2009,49,000,Operational expenses,"",,Recurrent,3830341,4105295,4396143
2009,49,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",2750,6683,8225
2009,49,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",26614,110479,48543
2009,49,700,General non-recurrent,"",,Non-Recurrent,3815,419992,960
2009,51,000,Operational expenses,"",,Recurrent,1604202,1693748,1814309
2009,51,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",18495,25655,13872
2009,53,000,Operational expenses,"",,Recurrent,952549,1141601,1302383
2009,53,003,Recoverable salaries and allowances (General),6360,,Recurrent,,,
2009,53,700,General non-recurrent,"",,Non-Recurrent,19957,2127441,4251
2009,53,942,Hong Kong Academy for Performing Arts,"",,Subventions,320,13270,16822
2009,53,973,"Hong Kong Academy for Performing Arts - minor plant, vehicles and equipment (block vote)","",,Subventions,10095,13798,16546
2009,55,000,Operational expenses,"",,Recurrent,64198,63370,66300
2009,55,,General non-recurrent,"",,Non-Recurrent,148,,
2009,59,000,Operational expenses,"",,Recurrent,321479,349435,364143
2009,59,003,Recoverable salaries and allowances (General),10133,,Recurrent,,,
2009,59,224,Motor Insurers’ Bureau - government contribution,"",,Recurrent,66,78,78
2009,59,225,Traffic Accident Victims Assistance Scheme - levies,"",,Recurrent,771,766,766
2009,59,226,Allocated stores: local landing charges,"",,Recurrent,2,10,10
2009,59,267,Unallocated stores: suspense account adjustment,"",,Recurrent,,1,1
2009,59,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",5915,,5500
2009,59,691,General purpose vehicles (block vote),"",,"Plant, Equipment and Works",93985,101000,116000
2009,59,691,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",724,257,
2009,60,000,Operational expenses,"",,Recurrent,1816222,1942652,2036690
2009,60,272,Electricity for public lighting,"",,Recurrent,180256,184508,189338
2009,60,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,1920,1855
2009,60,700,General non-recurrent,"",,Non-Recurrent,777,2594,297
2009,62,000,Operational expenses,"",,Recurrent,116736,125853,130531
2009,62,003,Recoverable salaries and allowances (General),3114436,,Recurrent,,,
2009,62,,General non-recurrent,"",,Non-Recurrent,,2520000,
2009,63,000,Operational expenses,"",,Recurrent,1226065,1465237,1564253
2009,63,003,Recoverable salaries and allowances (General),530,,Recurrent,,,
2009,63,654,Local public works (block vote),"",,"Plant, Equipment and Works",32363,34305,36480
2009,63,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",5133,9952,5199
2009,63,700,General non-recurrent,"",,Non-Recurrent,5390,28000,19884
2009,70,000,Operational expenses,"",,Recurrent,2612164,2808932,2862298
2009,70,202,Repatriation expenses,"",,Recurrent,7811,8461,9133
2009,70,661,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",529,,
2009,70,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",6775,7449,5370
2009,72,000,Operational expenses,"",,Recurrent,678160,735777,790518
2009,72,103,Rewards and special services,"",,Recurrent,16491,16500,17000
2009,72,203,"Expenses of witnesses, suspects and detainees","",,Recurrent,467,590,630
2009,72,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1822,,
2009,74,000,Operational expenses,"",,Recurrent,339807,357103,379335
2009,74,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,2547,
2009,76,000,Operational expenses,"",,Recurrent,1060913,1136661,1158092
2009,76,189,Interest on tax reserve certificates,"",,Recurrent,73601,74000,112100
2009,76,209,Special legal expenses,"",,Recurrent,6065,6400,6403
2009,76,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,1534,
2009,78,000,Operational expenses,"",,Recurrent,82823,91836,98261
2009,78,,General non-recurrent,"",,Non-Recurrent,,,
2009,79,000,Operational expenses,"",,Recurrent,65571,67677,69062
2009,79,700,General non-recurrent,"",,Non-Recurrent,42114,42839,42500
2009,80,000,Operational expenses,"",,Recurrent,880653,940002,1082390
2009,80,206,Expenses of witnesses and jurors,"",,Recurrent,5969,7000,8500
2009,80,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",177,380,430
2009,80,613,Law library acquisitions (block vote),"",,"Plant, Equipment and Works",19546,19950,22350
2009,80,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1848,2847,3837
2009,80,700,General non-recurrent,"",,Non-Recurrent,2266,2594,1000
2009,82,000,Operational expenses,"",,Recurrent,736318,799435,851994
2009,82,227,Payment for Land Registry/Companies Registry Trading Fund services,"",,Recurrent,46407,35460,37000
2009,82,700,General non-recurrent,"",,Non-Recurrent,518,855,1644
2009,90,000,Operational expenses,"",,Recurrent,849336,917206,972000
2009,90,280,Contribution to the Occupational Safety and Health Council,"",,Recurrent,2900,3207,3316
2009,90,295,Contribution to the Occupational Deafness Compensation Board,"",,Recurrent,1972,2887,2985
2009,90,700,General non-recurrent,"",,Non-Recurrent,192328,154763,155896
2009,90,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",458,,
2009,91,000,Operational expenses,"",,Recurrent,1566101,1695981,1786494
2009,91,003,Recoverable salaries and allowances (General),32973,,Recurrent,,,
2009,91,221,Clearance of government land - ex-gratia allowances,"",,Recurrent,1081,2500,4400
2009,91,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",4411,1721,1860
2009,91,700,General non-recurrent,"",,Non-Recurrent,1125,698,1134
2009,92,000,Operational expenses,"",,Recurrent,768897,835423,896293
2009,92,003,Recoverable salaries and allowances (General),3840,,Recurrent,,,
2009,92,234,Court costs,"",,Recurrent,81571,104447,106400
2009,92,700,General non-recurrent,"",,Non-Recurrent,4504,1266,1670
2009,92,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",209,,
2009,94,000,Operational expenses,"",,Recurrent,218568,233407,236351
2009,94,208,Legal aid costs,"",,Recurrent,428212,455000,516131
2009,95,000,Operational expenses,"",,Recurrent,4878094,4982057,5214441
2009,95,600,Works,"",,"Plant, Equipment and Works",2782,4975,14025
2009,95,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",10423,27564,57804
2009,95,653,Restoration of historic buildings (block vote),"",,"Plant, Equipment and Works",1891,3920,7200
2009,95,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",47968,61350,70000
2009,95,694,Archaeological excavations (block vote),"",,"Plant, Equipment and Works",837,960,960
2009,95,700,General non-recurrent,"",,Non-Recurrent,17400,41140,58700
2009,95,863,Non-government organisation camps (block vote),"",,Subventions,2464,2823,3000
2009,96,000,Operational expenses,"",,Recurrent,273388,275909,304401
2009,96,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",426,1210,800
2009,96,700,General non-recurrent,"",,Non-Recurrent,580,,9500
2009,100,000,Operational expenses,"",,Recurrent,849157,903283,925831
2009,100,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,,3430
2009,100,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",29327,24630,30400
2009,100,700,General non-recurrent,"",,Non-Recurrent,946,1364,1218
2009,106,251,Additional commitments,"",,Recurrent,,,1127068
2009,106,284,Compensation,"",,Recurrent,34365,57000,70000
2009,106,284,Write-offs#,"",,Recurrent,378,,
2009,106,284,Difference in exchange#,"",,Recurrent,4505,,
2009,106,284,Other miscellaneous items#,"",,Recurrent,111,,
2009,106,284,Refunds of revenue#,"",,Recurrent,11738,,
2009,106,689,Additional commitments,"",,"Plant, Equipment and Works",,,286641
