year,head_no,subhead_name,subhead_no,item_no,title,note_actual,note_original,note_revised,note_estimate,reimbursement,actual,approved,revised,estimate
2013,11,Others,031,100,Customs and Excise Department,,,,,,24581,20057,38862,23724
2013,11,Hong Kong companies registration fees,032,010,Companies Registry,,,,,,127236,51051,36375,8356
2013,11,Works executed on private account,033,010,Civil Engineering and Development Department,,,,,,14035,238594,228048,41859
2013,11,"Dangerous goods, mining and prospecting licences",033,011,Civil Engineering and Development Department,,,,,,3267,2920,3246,3577
2013,11,Explosives permit and storage fees,033,012,Civil Engineering and Development Department,,,,,,37729,37100,35375,27292
2013,11,Mud disposal,033,013,Civil Engineering and Development Department,,,,,,2783,3015,8911,6768
2013,11,Disposal of construction waste at public fill reception facilities,033,014,Civil Engineering and Development Department,,,,,,319816,280000,350000,260000
2013,11,Others,033,030,Civil Engineering and Development Department,,,,,,633,310,464,596
2013,11,"Dangerous drugs, pharmacy, poisons and other licences",037,010,Department of Health,,,,,,24895,24433,23056,23856
2013,11,Out-patient charges,037,030,Department of Health,,,,,,32186,31165,34873,35015
2013,11,Dental charges,037,040,Department of Health,,,,,,7702,7610,7687,7600
2013,11,"Medical and health charges other than hospital, out-patient and dental charges",037,050,Department of Health,,,,,,29323,29173,30923,30919
2013,11,Registrations and certificates of medical and supplementary medical professionals,037,060,Department of Health,,,,,,26707,28208,29182,29556
2013,11,Others,037,070,Department of Health,,,,,,521,474,805,793
2013,11,Works executed on private account,039,010,Drainage Services Department,,,,,,11,20,325,290
2013,11,Others,039,030,Drainage Services Department,,,,,,772,832,1189,798
2013,11,Services to Electrical and Mechanical Services Trading Fund,042,025,Electrical and Mechanical Services Department,,,,,,30915,38070,32646,34441
2013,11,"Registration, certification and permit fees",042,027,Electrical and Mechanical Services Department,,,,,,40646,38110,39638,55376
2013,11,Others,042,030,Electrical and Mechanical Services Department,,,,,,3,15,15,15
2013,11,Chemical waste charging scheme,044,010,Environmental Protection Department,,,,,,23306,28000,16100,16100
2013,11,MARPOL waste charging scheme,044,015,Environmental Protection Department,,,,,,5559,5500,4800,4800
2013,11,Waste disposal charges,044,017,Environmental Protection Department,,,,,,110555,114500,121200,121200
2013,11,Licence and permit fees,044,020,Environmental Protection Department,,,,,,12116,10999,11184,11359
2013,11,Producer Responsibility Scheme,044,025,Environmental Protection Department,,,,,,26800,25500,29400,29400
2013,11,Others,044,030,Environmental Protection Department,,,,,,346,287,273,273
2013,11,Dangerous goods licences,045,010,Fire Services Department,,,,,,10490,10303,10077,10077
2013,11,Official certificates and fire reports,045,012,Fire Services Department,,,,,,6387,6640,6549,6549
2013,11,Others,045,020,Fire Services Department,,,,,,1052,972,976,984
2013,11,Government Secretariat: Office of the Government Chief Information Officer,047,,Fire Services Department,,,,,,7326,6906,8248,8014
2013,11,Services to the Hospital Authority,048,015,Government Laboratory,,,,,,7424,7376,7376,8315
2013,11,Others,048,020,Government Laboratory,,,,,,4606,5794,5794,6011
2013,11,Licences and permits,049,010,Food and Environmental Hygiene Department,,,,,,273386,279767,272976,242730
2013,11,Meat inspection,049,020,Food and Environmental Hygiene Department,,,,,,20944,20885,21906,21906
2013,11,Cemeteries and crematoria,049,030,Food and Environmental Hygiene Department,,,,,,63288,65273,93381,127138
2013,11,Others,049,040,Food and Environmental Hygiene Department,,,,,,3863,2681,2565,2280
2013,11,Management and air conditioning charges,051,010,Government Property Agency,,,,,,68046,65381,66195,65264
2013,11,Others,051,020,Government Property Agency,,,,,,5367,4166,5012,4858
2013,11,Government Secretariat: Commerce and Economic Development Bureau (Communications and Technology Branch),055,,Government Property Agency,,,,,,1166,1212,1042,1147
2013,11,Printing services,059,010,Government Logistics Department,,,,,,234625,240220,249397,224486
2013,11,Advertisements,059,020,Government Logistics Department,,,,,,19611,20256,20659,20000
2013,11,Government transport,059,030,Government Logistics Department,,,,,,20216,22439,21382,22332
2013,11,Others,059,040,Government Logistics Department,,,,,,7242,7011,13483,10355
2013,11,Works executed on private account,060,010,Highways Department,,,,,,6303,2279,250,250
2013,11,Excavation permits,060,020,Highways Department,,,,,,141746,135767,147174,147205
2013,11,Others,060,030,Highways Department,,,,,,1533,1600,1600,1600
2013,11,Guesthouse licences,063,015,Home Affairs Department,,,,,,8174,5395,8894,7257
2013,11,Clubhouse certificates,063,016,Home Affairs Department,,,,,,14510,15294,14548,14894
2013,11,Karaoke establishments licences and permits,063,020,Home Affairs Department,,,,,,48,59,38,44
2013,11,Entertainment licences,063,021,Home Affairs Department,,,,,,,18543,17826,17307
2013,11,Others,063,030,Home Affairs Department,,,,,,3083,3231,2802,2803
2013,11,Chinese nationality applications,070,012,Immigration Department,,,,,,3587,3250,3280,3273
2013,11,Travel documents,070,020,Immigration Department,,,,,,234373,238972,262824,291908
2013,11,"Visas, entry permits and extension of stay",070,030,Immigration Department,,,,,,118792,137840,115551,117337
2013,11,Certification fees,070,040,Immigration Department,,,,,,9917,9898,11416,10666
2013,11,Replacement of identity cards,070,060,Immigration Department,,,,,,38750,39287,38847,40750
2013,11,Births and deaths registration fees,070,070,Immigration Department,,,,,,44368,49521,44790,47258
2013,11,Marriage registration fees,070,080,Immigration Department,,,,,,64238,61443,72210,78305
2013,11,Others,070,090,Immigration Department,,,,,,10755,15097,16172,16381
2013,11,Sale of publications,074,010,Information Services Department,,,,,,5987,6365,5665,5665
2013,11,Others,074,020,Information Services Department,,,,,,362,440,280,280
2013,11,Business registration fees,076,010,Inland Revenue Department,,,,,,1292919,25000,160000,13000
2013,11,Others,076,020,Inland Revenue Department,,,,,,17900,18756,18000,18000
2013,11,Patents fees,078,010,Intellectual Property Department,,,,,,20139,18029,18804,18804
2013,11,Trade marks fees,078,020,Intellectual Property Department,,,,,,76362,78685,78470,144654
2013,11,Registered designs fees,078,030,Intellectual Property Department,,,,,,8460,7935,8117,8117
2013,11,Others,078,040,Intellectual Property Department,,,,,,140,98,228,228
2013,11,Commission,080,010,Judiciary,,,,,,16619,7502,8221,8013
2013,11,Court fees,080,020,Judiciary,,,,,,144933,133961,153690,153690
2013,11,Possession,080,030,Judiciary,,,,,,361,404,314,314
2013,11,Others,080,040,Judiciary,,,,,,12996,12936,13937,13937
2013,11,Buildings Ordinance fees,082,010,Buildings Department,,,,,,158973,149832,173533,173843
2013,11,Works executed on private account,082,020,Buildings Department,,,,,,48,2134,2245,48
2013,11,Others,082,030,Buildings Department,,,,,,862,952,849,1586
2013,11,Labour Department,090,,Buildings Department,,,,,,22038,23957,24125,25302
2013,11,Administrative and legal land services,091,010,Lands Department,,,,,,53245,53216,56376,58544
2013,11,Lands Department consent fees and Government lease fees,091,012,Lands Department,,,,,,3098,2062,2617,2447
2013,11,Administrative fees for conveyancing services for FSI,091,013,Lands Department,,,,,,285,260,251,251
2013,11,Excavation permits,091,020,Lands Department,,,,,,10632,11248,11486,11506
2013,11,Works executed on private account,091,040,Lands Department,,,,,,863,326,545,545
2013,11,Services to KCRC,091,042,Lands Department,,,,,,,,33256,27551
2013,11,Services to MTRCL,091,046,Lands Department,,,,,,74722,44693,38738,39867
2013,11,Others,091,050,Lands Department,,,,,,20083,20680,22977,22742
2013,11,Department of Justice,092,,Lands Department,,,,,,5096,4962,5507,2446
2013,11,Legal Aid Department,094,,Lands Department,,,,,,249532,255821,213537,214808
2013,11,Admission and hire charges,095,010,Leisure and Cultural Services Department,,,,,,650727,622766,652779,646355
2013,11,Programme entry fees for recreational and sports activities,095,020,Leisure and Cultural Services Department,,,,,,38277,39432,39310,39475
2013,11,Licences,095,030,Leisure and Cultural Services Department,,,,,,526,609,616,616
2013,11,Others,095,040,Leisure and Cultural Services Department,,,,,,28479,26575,28533,27090
2013,11,Anchorage,100,010,Marine Department,,,,,,34295,34840,30500,30500
2013,11,Buoy,100,020,Marine Department,,,,,,21625,21200,24567,23232
2013,11,Permit fees,100,030,Marine Department,,,,,,109007,112640,109056,109056
2013,11,Cargo working area charges,100,040,Marine Department,,,,,,123399,129990,128037,132294
2013,11,Examination and registration fees,100,050,Marine Department,,,,,,95845,94881,110837,115467
2013,11,Vessel licences,100,070,Marine Department,,,,,,36772,39370,39744,39744
2013,11,Port and light dues,100,080,Marine Department,,,,,,208001,167280,195788,190701
2013,11,Port clearance fees,100,090,Marine Department,,,,,,11938,12410,11582,11582
2013,11,Survey fees,100,100,Marine Department,,,,,,26868,24162,21702,21988
2013,11,Others,100,110,Marine Department,,,,,,5574,4872,5105,4975
2013,11,Bankruptcy,116,010,Official Receiver’s Office,,,,,,147491,70557,94606,73991
2013,11,Liquidation,116,020,Official Receiver’s Office,,,,,,128410,141750,40902,44075
2013,11,Others,116,030,Official Receiver’s Office,,,,,,26,58,40,19
2013,11,Confirmation of criminal record,122,010,Hong Kong Police Force,,,,,,4341,7986,9811,12988
2013,11,Establishments and trades licences,122,020,Hong Kong Police Force,,,,,,1299,1265,1429,1429
2013,11,Security personnel permits,122,025,Hong Kong Police Force,,,,,,10801,11954,10982,10982
2013,11,Others,122,030,Hong Kong Police Force,,,,,,6111,6145,7065,7053
2013,11,Translation and interpretation services,143,010,Government Secretariat: Civil Service Bureau,,,,,,8703,7299,7850,9103
2013,11,Training and development services,143,020,Government Secretariat: Civil Service Bureau,,,,,,2102,3431,6688,4385
2013,11,Others,143,030,Government Secretariat: Civil Service Bureau,,,,,,571,559,600,600
2013,11,Insurance companies,148,010,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,45177,41122,39759,39759
2013,11,Others,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,3,4,4,4
2013,11,Security companies,151,010,Government Secretariat: Security Bureau,,,,,,15084,14937,15483,15693
2013,11,Others,151,090,Government Secretariat: Security Bureau,,,,,,51,33,35,35
2013,11,"Government Secretariat: Commerce and Economic Development Bureau (Commerce, Industry and Tourism Branch)",152,,Government Secretariat: Security Bureau,,,,,,10109,10611,10556,11033
2013,11,Government Secretariat: Innovation and Technology Commission,155,,Government Secretariat: Security Bureau,,,,,,8859,8712,9319,9944
2013,11,Grant and subsidised schools provident funds—supervision fees,156,020,Government Secretariat: Education Bureau,,,,,,4724,5100,5100,5200
2013,11,Others,156,030,Government Secretariat: Education Bureau,,,,,,3555,3300,3300,3300
2013,11,Radio Television Hong Kong,160,,Government Secretariat: Education Bureau,,,,,,983,1201,1185,1195
2013,11,Rating and Valuation Department,162,,Government Secretariat: Education Bureau,,,,,,3619,5179,7317,4545
2013,11,Services to the Airport Authority,168,010,Hong Kong Observatory,,,,,,86144,96379,94253,96844
2013,11,Others,168,020,Hong Kong Observatory,,,,,,1501,1479,1673,1694
2013,11,Traffic Accident Victims Assistance Scheme administration fee,170,010,Social Welfare Department,,,,,,15395,15340,16219,16311
2013,11,Others,170,020,Social Welfare Department,,,,,,4124,1418,1615,1557
2013,11,Student Financial Assistance Agency,173,,Social Welfare Department,,,,,,27014,31350,30032,31521
2013,11,Entertainment licences,180,010,"Office for Film, Newspaper and Article Administration",,,,,,12369,,,
2013,11,Film censorship fees,180,020,"Office for Film, Newspaper and Article Administration",,,,,,3250,3043,3761,3761
2013,11,Broadcasting licences,180,025,"Office for Film, Newspaper and Article Administration",,,,,,25453,,,
2013,11,Others,180,030,"Office for Film, Newspaper and Article Administration",,,,,,1354,587,636,636
2013,11,Application fees for certificates of origin,181,010,Trade and Industry Department,,,,,,338,363,345,341
2013,11,Application fees for textile export licences,181,030,Trade and Industry Department,,,,,,799,684,606,486
2013,11,Others,181,040,Trade and Industry Department,,,,,,17109,17118,11804,10959
2013,11,Vehicle and driving licences,186,010,Transport Department,,,,,,3409023,3516395,3538106,3671243
2013,11,"Transfer of vehicle and registration mark, driving test and permits",186,030,Transport Department,,,,,,281818,289690,299916,302521
2013,11,Traffic Accident Victims Assistance Scheme administration fee,186,040,Transport Department,,,,,,1600,1765,1726,1786
2013,11,Vehicle examination fees,186,050,Transport Department,,,,,,64538,64570,65299,66981
2013,11,Personalized vehicle registration mark,186,055,Transport Department,,,,,,30735,28635,28061,25723
2013,11,Others,186,060,Transport Department,,,,,,12992,13757,13843,14192
2013,11,Others,188,040,Treasury,,,,,,47308,48066,41093,46625
2013,11,Other bureaux/departments,200,,Treasury,,,,,,16272,15889,18898,18200
